Aristotle,Athenian Constitution,1,1.0,Aristotle,Athenian Constitution,1
Aristotle,Athenian Constitution,1,0.9177923381735582,Aristotle,Athenian Constitution,2
Aristotle,Athenian Constitution,1,0.8322494994431809,Aristotle,Athenian Constitution,3
Aristotle,Athenian Constitution,1,0.5006224049625918,Aristotle,Athenian Constitution,4
Aristotle,Athenian Constitution,1,0.8102288517676359,Aristotle,Politics,1
Aristotle,Athenian Constitution,1,0.8474269433203765,Aristotle,Politics,2
Aristotle,Athenian Constitution,1,0.8677875152202926,Aristotle,Politics,3
Aristotle,Athenian Constitution,1,0.850629446260233,Aristotle,Politics,4
Aristotle,Athenian Constitution,1,0.8410983266837422,Aristotle,Politics,5
Aristotle,Athenian Constitution,1,0.8377777360501953,Aristotle,Politics,6
Aristotle,Athenian Constitution,1,0.8205298741180008,Aristotle,Politics,7
Aristotle,Athenian Constitution,1,0.8415281891366065,Aristotle,Politics,8
Aristotle,Athenian Constitution,1,0.869873426715615,Aristotle,Politics,9
Aristotle,Athenian Constitution,1,0.8488507093145881,Aristotle,Politics,10
Aristotle,Athenian Constitution,1,0.849360097025925,Aristotle,Politics,11
Aristotle,Athenian Constitution,1,0.864215186040867,Aristotle,Politics,12
Aristotle,Athenian Constitution,1,0.8376360310003247,Aristotle,Politics,13
Aristotle,Athenian Constitution,1,0.6737536323849039,Aristotle,Politics,14
Aristotle,Athenian Constitution,1,0.8281642374432859,Aristotle,Metaphysics,1
Aristotle,Athenian Constitution,1,0.7851175207917682,Aristotle,Metaphysics,2
Aristotle,Athenian Constitution,1,0.7374663569331615,Aristotle,Metaphysics,3
Aristotle,Athenian Constitution,1,0.7005927987523,Aristotle,Metaphysics,4
Aristotle,Athenian Constitution,1,0.7133829796611107,Aristotle,Metaphysics,5
Aristotle,Athenian Constitution,1,0.7128621891451457,Aristotle,Metaphysics,6
Aristotle,Athenian Constitution,1,0.6806113954955144,Aristotle,Metaphysics,7
Aristotle,Athenian Constitution,1,0.7082187010831525,Aristotle,Metaphysics,8
Aristotle,Athenian Constitution,1,0.7198386004861179,Aristotle,Metaphysics,9
Aristotle,Athenian Constitution,1,0.7238740799353848,Aristotle,Metaphysics,10
Aristotle,Athenian Constitution,1,0.7309307948166585,Aristotle,Metaphysics,11
Aristotle,Athenian Constitution,1,0.7157575295051191,Aristotle,Metaphysics,12
Aristotle,Athenian Constitution,1,0.7608065972392637,Aristotle,Metaphysics,13
Aristotle,Athenian Constitution,1,0.7519776114571576,Aristotle,Metaphysics,14
Aristotle,Athenian Constitution,1,0.7420750883318554,Aristotle,Metaphysics,15
Aristotle,Athenian Constitution,1,0.7350683836258588,Aristotle,Metaphysics,16
Aristotle,Athenian Constitution,1,0.8029065878620264,Aristotle,Eudemian Ethics,1
Aristotle,Athenian Constitution,1,0.7572632263030551,Aristotle,Eudemian Ethics,2
Aristotle,Athenian Constitution,1,0.7897106580959892,Aristotle,Eudemian Ethics,3
Aristotle,Athenian Constitution,1,0.7405673014276927,Aristotle,Eudemian Ethics,4
Aristotle,Athenian Constitution,1,0.7689709651409546,Aristotle,Eudemian Ethics,5
Aristotle,Athenian Constitution,1,0.6592951426317821,Aristotle,Eudemian Ethics,6
Aristotle,Athenian Constitution,1,0.8143394158695544,Aristotle,Nicomachean Ethics,1
Aristotle,Athenian Constitution,1,0.7896952744121868,Aristotle,Nicomachean Ethics,2
Aristotle,Athenian Constitution,1,0.7749863471498253,Aristotle,Nicomachean Ethics,3
Aristotle,Athenian Constitution,1,0.7671300555836381,Aristotle,Nicomachean Ethics,4
Aristotle,Athenian Constitution,1,0.7771480829454458,Aristotle,Nicomachean Ethics,5
Aristotle,Athenian Constitution,1,0.7330957227039501,Aristotle,Nicomachean Ethics,6
Aristotle,Athenian Constitution,1,0.7654599299234177,Aristotle,Nicomachean Ethics,7
Aristotle,Athenian Constitution,1,0.7755467904666997,Aristotle,Nicomachean Ethics,8
Aristotle,Athenian Constitution,1,0.7636476664618855,Aristotle,Nicomachean Ethics,9
Aristotle,Athenian Constitution,1,0.7866780466975928,Aristotle,Nicomachean Ethics,10
Aristotle,Athenian Constitution,1,0.7856795152295194,Aristotle,Nicomachean Ethics,11
Aristotle,Athenian Constitution,1,0.7829071179668993,Aristotle,Nicomachean Ethics,12
Aristotle,Athenian Constitution,1,0.6673557543131432,Aristotle,Mechanica,1
Aristotle,Athenian Constitution,1,0.6632590907732485,Aristotle,Mechanica,2
Aristotle,Athenian Constitution,2,1.0000000000000002,Aristotle,Athenian Constitution,2
Aristotle,Athenian Constitution,2,0.8184732450833787,Aristotle,Athenian Constitution,3
Aristotle,Athenian Constitution,2,0.4914457983671168,Aristotle,Athenian Constitution,4
Aristotle,Athenian Constitution,2,0.7624933643382577,Aristotle,Politics,1
Aristotle,Athenian Constitution,2,0.8179772935942999,Aristotle,Politics,2
